"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CVSSv4_BaseSeverity","CVSSv4_BaseScore","CVSSv4","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
root project 'config-server',"Fri, 10 Oct 2025 00:42:26 GMT",logback-core-1.5.18.jar,/home/runner/.gradle/caches/modules-2/files-2.1/ch.qos.logback/logback-core/1.5.18/6c0375624f6f36b4e089e2488ba21334a11ef13f/logback-core-1.5.18.jar,logback-core module,"http://www.eclipse.org/legal/epl-v10.html, http://www.gnu.org/licenses/old-licenses/lgpl-2.1.html",10bcea83842beead15f072799b9c923d,6c0375624f6f36b4e089e2488ba21334a11ef13f,pkg:maven/ch.qos.logback/logback-core@1.5.18,cpe:2.3:a:qos:logback:1.5.18:*:*:*:*:*:*:*,CVE-2025-11226,CWE-20 Improper Input Validation,"ACE vulnerability in conditional configuration file processing  by QOS.CH logback-core up to and including version 1.5.18 in Java applications, allows an attacker to execute arbitrary code by compromising an existing logback configuration file or by injecting an environment variable before program execution.    A successful attack requires the presence of Janino library and Spring Framework to be present on the user's class path. In addition, the attacker must  have write access to a  configuration file. Alternatively, the attacker could inject a malicious  environment variable pointing to a malicious configuration file. In both  cases, the attack requires existing privilege.",OSSINDEX,MEDIUM,5.900000095367432,CVSS:4.0/AV:L/AC:L/AT:P/PR:H/UI:P/VC:H/VI:L/VA:L/SC:H/SI:L/SA:L,"","","","","","",HIGH,42,"","","","","","","",""
